week_start,orders_count,gmv_baht,platform_gp_baht,promo_cost_baht,rider_incentive_baht,firebase_est_baht,net_contribution_baht,notes
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
